Description:           Daily Index of EDGAR Dissemination Feed
Last Data Received:    Apr  1, 2020
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
CIK|Company Name|Form Type|Date Filed|File Name
1010612|SYKES ENTERPRISES INC|4|20200401|edgar/data/1010612/0001127602-20-012345.txt
1010612|SYKES ENTERPRISES INC|4|20200401|edgar/data/1010612/0001127602-20-012347.txt
1010612|SYKES ENTERPRISES INC|4|20200401|edgar/data/1010612/0001127602-20-012349.txt
1010612|SYKES ENTERPRISES INC|4|20200401|edgar/data/1010612/0001127602-20-012351.txt
1010612|SYKES ENTERPRISES INC|4|20200401|edgar/data/1010612/0001127602-20-012353.txt
1010612|SYKES ENTERPRISES INC|4|20200401|edgar/data/1010612/0001127602-20-012355.txt
1011060|AdvanSource Biomaterials Corp|10-Q|20200401|edgar/data/1011060/0001493152-20-005627.txt
1011378|MORGAN STANLEY VARIABLE INSURANCE FUND INC.|497|20200401|edgar/data/1011378/0001104659-20-041624.txt
1011570|KNOLL INC|4|20200401|edgar/data/1011570/0001388038-20-000037.txt
1012019|RUSH ENTERPRISES INC \TX\|DEF 14A|20200401|edgar/data/1012019/0001437749-20-006768.txt
1012019|RUSH ENTERPRISES INC \TX\|DEFA14A|20200401|edgar/data/1012019/0001437749-20-006769.txt
1013605|PRECISION DRILLING Corp|6-K|20200401|edgar/data/1013605/0001564590-20-014807.txt
1013934|Strategic Education, Inc.|DEFA14A|20200401|edgar/data/1013934/0001104659-20-041914.txt
1015647|ALMADEN MINERALS LTD|6-K|20200401|edgar/data/1015647/0001171843-20-002198.txt
1015647|ALMADEN MINERALS LTD|6-K|20200401|edgar/data/1015647/0001171843-20-002277.txt
1015647|ALMADEN MINERALS LTD|D|20200401|edgar/data/1015647/0001171843-20-002264.txt
1015788|GULIS STEPHEN L JR|4|20200401|edgar/data/1015788/0000039311-20-000037.txt
1015884|JOYCE RENE R|4|20200401|edgar/data/1015884/0001357400-20-000066.txt
1015952|PIRET MARGUERITE A|4|20200401|edgar/data/1015952/0001255647-20-000003.txt
1016281|CARRIAGE SERVICES INC|4|20200401|edgar/data/1016281/0001016281-20-000085.txt
1016281|CARRIAGE SERVICES INC|4|20200401|edgar/data/1016281/0001016281-20-000087.txt
1016281|CARRIAGE SERVICES INC|4|20200401|edgar/data/1016281/0001016281-20-000089.txt
1016281|CARRIAGE SERVICES INC|4|20200401|edgar/data/1016281/0001016281-20-000091.txt
1016281|CARRIAGE SERVICES INC|4|20200401|edgar/data/1016281/0001016281-20-000093.txt
1016281|CARRIAGE SERVICES INC|4|20200401|edgar/data/1016281/0001016281-20-000095.txt
1016708|RenovaCare, Inc.|8-K|20200401|edgar/data/1016708/0001171843-20-002268.txt
1016844|TAUREL SIDNEY|4|20200401|edgar/data/1016844/0001562180-20-002802.txt
1017480|HIBBETT SPORTS INC|4|20200401|edgar/data/1017480/0001567619-20-007268.txt
1017480|HIBBETT SPORTS INC|4|20200401|edgar/data/1017480/0001567619-20-007269.txt
1017491|SEELOS THERAPEUTICS, INC.|PRE 14A|20200401|edgar/data/1017491/0001140361-20-007717.txt
1018164|WILLIS LEASE FINANCE CORP|4|20200401|edgar/data/1018164/0001453104-20-000002.txt
101829|UNITED TECHNOLOGIES CORP /DE/|3/A|20200401|edgar/data/101829/0001225208-20-005780.txt
101830|SPRINT Corp|25-NSE|20200401|edgar/data/101830/0000876661-20-000282.txt
101830|SPRINT Corp|8-K|20200401|edgar/data/101830/0001193125-20-093630.txt
101830|SPRINT Corp|POSASR|20200401|edgar/data/101830/0001193125-20-094766.txt
101830|SPRINT Corp|S-8 POS|20200401|edgar/data/101830/0001193125-20-094771.txt
101830|SPRINT Corp|S-8 POS|20200401|edgar/data/101830/0001193125-20-094777.txt
101830|SPRINT Corp|S-8 POS|20200401|edgar/data/101830/0001193125-20-094780.txt
101830|SPRINT Corp|S-8 POS|20200401|edgar/data/101830/0001193125-20-094783.txt
101830|SPRINT Corp|S-8 POS|20200401|edgar/data/101830/0001193125-20-094786.txt
101830|SPRINT Corp|S-8 POS|20200401|edgar/data/101830/0001193125-20-094791.txt
1018399|ENTERPRISE BANCORP INC /MA/|DEF 14A|20200401|edgar/data/1018399/0001018399-20-000023.txt
1018572|OTIS CLARENCE JR|4|20200401|edgar/data/1018572/0001127602-20-012445.txt
1018840|ABERCROMBIE & FITCH CO /DE/|4|20200401|edgar/data/1018840/0001225208-20-005756.txt
1018840|ABERCROMBIE & FITCH CO /DE/|4|20200401|edgar/data/1018840/0001225208-20-005757.txt
1018840|ABERCROMBIE & FITCH CO /DE/|4|20200401|edgar/data/1018840/0001225208-20-005758.txt
1019290|PIONEER INTERNATIONAL EQUITY FUND|497|20200401|edgar/data/1019290/0000276776-20-000117.txt
101984|UNIVERSAL ELECTRONICS INC|4|20200401|edgar/data/101984/0001209191-20-022233.txt
101984|UNIVERSAL ELECTRONICS INC|4|20200401|edgar/data/101984/0001209191-20-022242.txt
101984|UNIVERSAL ELECTRONICS INC|4|20200401|edgar/data/101984/0001209191-20-022245.txt
101984|UNIVERSAL ELECTRONICS INC|4|20200401|edgar/data/101984/0001209191-20-022249.txt
101984|UNIVERSAL ELECTRONICS INC|4|20200401|edgar/data/101984/0001209191-20-022253.txt
101984|UNIVERSAL ELECTRONICS INC|4|20200401|edgar/data/101984/0001209191-20-022255.txt
101984|UNIVERSAL ELECTRONICS INC|4|20200401|edgar/data/101984/0001209191-20-022256.txt
102037|UNIVERSAL CORP /VA/|CORRESP|20200219|edgar/data/102037/0000102037-20-000011.txt
102037|UNIVERSAL CORP /VA/|CORRESP|20200226|edgar/data/102037/0000102037-20-000013.txt
102037|UNIVERSAL CORP /VA/|UPLOAD|20200212|edgar/data/102037/0000000000-20-001325.txt
102037|UNIVERSAL CORP /VA/|UPLOAD|20200304|edgar/data/102037/0000000000-20-001985.txt
1021199|BROUGHTON GEORGE W|4|20200401|edgar/data/1021199/0000318300-20-000152.txt
1021412|SCHULER JACK W|4|20200401|edgar/data/1021412/0001628280-20-004471.txt
1021435|hopTo Inc.|CORRESP|20200228|edgar/data/1021435/0001493152-20-003143.txt
1021435|hopTo Inc.|UPLOAD|20200207|edgar/data/1021435/0000000000-20-001194.txt
1021635|OGE ENERGY CORP.|8-K|20200401|edgar/data/1021635/0001021635-20-000073.txt
1022837|SUMITOMO MITSUI FINANCIAL GROUP, INC.|6-K|20200401|edgar/data/1022837/0001193125-20-093294.txt
1023364|AutoWeb, Inc.|3|20200401|edgar/data/1023364/0001415889-20-000903.txt
1023572|DANTONI DAVID J|4|20200401|edgar/data/1023572/0001127602-20-012401.txt
1023572|DANTONI DAVID J|4|20200401|edgar/data/1023572/0001227654-20-000080.txt
1023994|SG BLOCKS, INC.|424B5|20200401|edgar/data/1023994/0001213900-20-008276.txt
1023994|SG BLOCKS, INC.|4|20200401|edgar/data/1023994/0001104659-20-041969.txt
1024725|TENNECO INC|DEF 14A|20200401|edgar/data/1024725/0001193125-20-094795.txt
1024725|TENNECO INC|DEFA14A|20200401|edgar/data/1024725/0001193125-20-094796.txt
10254|EARTHSTONE ENERGY INC|4|20200401|edgar/data/10254/0000010254-20-000049.txt
10254|EARTHSTONE ENERGY INC|4|20200401|edgar/data/10254/0000010254-20-000050.txt
10254|EARTHSTONE ENERGY INC|4|20200401|edgar/data/10254/0000010254-20-000051.txt
10254|EARTHSTONE ENERGY INC|8-K|20200401|edgar/data/10254/0000010254-20-000048.txt
10254|EARTHSTONE ENERGY INC|SC 13D/A|20200401|edgar/data/10254/0001104659-20-041954.txt
1026785|HIGHWAY HOLDINGS LTD|6-K|20200401|edgar/data/1026785/0001213900-20-008299.txt
1028954|SB ONE BANCORP|4|20200401|edgar/data/1028954/0001777858-20-000028.txt
1030475|CHINA EASTERN AIRLINES CORP LTD|6-K|20200401|edgar/data/1030475/0001193125-20-093476.txt
1031296|FIRSTENERGY CORP|DEF 14A|20200401|edgar/data/1031296/0001193125-20-093494.txt
1031296|FIRSTENERGY CORP|DEFA14A|20200401|edgar/data/1031296/0001193125-20-093499.txt
1033409|ESHELMAN FREDRIC N|4|20200401|edgar/data/1033409/0001578563-20-000007.txt
1034196|ADVENT INTERNATIONAL CORP/MA|4|20200401|edgar/data/1034196/0001104659-20-041953.txt
1034196|ADVENT INTERNATIONAL CORP/MA|4|20200401|edgar/data/1034196/0001104659-20-041955.txt
1034196|ADVENT INTERNATIONAL CORP/MA|4|20200401|edgar/data/1034196/0001104659-20-041956.txt
1034842|RIGEL PHARMACEUTICALS INC|DEF 14A|20200401|edgar/data/1034842/0001047469-20-001990.txt
1034842|RIGEL PHARMACEUTICALS INC|DEFA14A|20200401|edgar/data/1034842/0001104659-20-041947.txt
1035354|Eloxx Pharmaceuticals, Inc.|DEF 14A|20200401|edgar/data/1035354/0001104659-20-041842.txt
1035354|Eloxx Pharmaceuticals, Inc.|DEFA14A|20200401|edgar/data/1035354/0001104659-20-041849.txt
1035909|Brown Michael J|4|20200401|edgar/data/1035909/0001654954-20-003678.txt
1035976|FNCB Bancorp, Inc.|4|20200401|edgar/data/1035976/0001437749-20-006761.txt
1036044|Identiv, Inc.|4|20200401|edgar/data/1036044/0000899243-20-009887.txt
1036044|Identiv, Inc.|4|20200401|edgar/data/1036044/0000899243-20-009921.txt
1036044|Identiv, Inc.|4|20200401|edgar/data/1036044/0000899243-20-009925.txt
1036044|Identiv, Inc.|4|20200401|edgar/data/1036044/0000899243-20-009926.txt
1036044|Identiv, Inc.|4|20200401|edgar/data/1036044/0000899243-20-009928.txt
1037839|CROISETIERE JACQUES M|3|20200401|edgar/data/1037839/0001790982-20-000046.txt
1037897|JP MORGAN FLEMING MUTUAL FUND GROUP INC|497|20200401|edgar/data/1037897/0001193125-20-094592.txt
1038074|SILICON LABORATORIES INC.|8-K|20200401|edgar/data/1038074/0001104659-20-041893.txt
1038133|HESKA CORP|8-K|20200401|edgar/data/1038133/0001038133-20-000021.txt
1038133|HESKA CORP|D|20200401|edgar/data/1038133/0001038133-20-000022.txt
1038143|ORANGE|6-K|20200401|edgar/data/1038143/0001634621-20-000004.txt
1038255|SPRENG R DAVID|4|20200401|edgar/data/1038255/0001104659-20-041941.txt
1038683|RYANAIR HOLDINGS PLC|6-K|20200401|edgar/data/1038683/0001654954-20-003649.txt
1039828|AMERICAN EQUITY INVESTMENT LIFE HOLDING CO|4|20200401|edgar/data/1039828/0001039828-20-000037.txt
1040470|AEHR TEST SYSTEMS|4|20200401|edgar/data/1040470/0001654954-20-003670.txt
1040896|Intellicheck, Inc.|4|20200401|edgar/data/1040896/0001493152-20-005606.txt
1040896|Intellicheck, Inc.|4|20200401|edgar/data/1040896/0001493152-20-005610.txt
1041024|ROCKWELL MEDICAL, INC.|3|20200401|edgar/data/1041024/0001628280-20-004455.txt
1041024|ROCKWELL MEDICAL, INC.|4|20200401|edgar/data/1041024/0001628280-20-004457.txt
1041024|ROCKWELL MEDICAL, INC.|8-K|20200401|edgar/data/1041024/0001628280-20-004453.txt
1041514|NET 1 UEPS TECHNOLOGIES INC|4|20200401|edgar/data/1041514/0001456417-20-000006.txt
1041514|NET 1 UEPS TECHNOLOGIES INC|8-K|20200401|edgar/data/1041514/0001062993-20-001603.txt
1041668|CHINA SOUTHERN AIRLINES CO LTD|6-K|20200401|edgar/data/1041668/0001193125-20-094189.txt
1042046|AMERICAN FINANCIAL GROUP INC|8-K|20200401|edgar/data/1042046/0001140361-20-007639.txt
1042557|GALBREATH LIZANNE|4|20200401|edgar/data/1042557/0001209191-20-022210.txt
1042893|DRIL-QUIP INC|4|20200401|edgar/data/1042893/0001209191-20-022018.txt
1042893|DRIL-QUIP INC|4|20200401|edgar/data/1042893/0001209191-20-022021.txt
1042893|DRIL-QUIP INC|4|20200401|edgar/data/1042893/0001209191-20-022023.txt
1042893|DRIL-QUIP INC|4|20200401|edgar/data/1042893/0001209191-20-022024.txt
1042893|DRIL-QUIP INC|4|20200401|edgar/data/1042893/0001209191-20-022025.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|424B2|20200401|edgar/data/1045520/0001104659-20-041703.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|FWP|20200401|edgar/data/1045520/0001104659-20-041310.txt
1045520|CANADIAN IMPERIAL BANK OF COMMERCE /CAN/|FWP|20200401|edgar/data/1045520/0001104659-20-041702.txt
10456|BAXTER INTERNATIONAL INC|3|20200401|edgar/data/10456/0001566174-20-000008.txt
10456|BAXTER INTERNATIONAL INC|4|20200401|edgar/data/10456/0001500332-20-000003.txt
1045810|NVIDIA CORP|4|20200401|edgar/data/1045810/0001225208-20-005782.txt
1046203|GUARANTY FEDERAL BANCSHARES INC|4|20200401|edgar/data/1046203/0001046203-20-000019.txt
1046625|ZUCKER EVAN|4|20200401|edgar/data/1046625/0000925421-20-000144.txt
1046633|MULVIHILL JAMES R|4|20200401|edgar/data/1046633/0001104659-20-041856.txt
1047122|RAYTHEON CO/|10-K/A|20200401|edgar/data/1047122/0001047122-20-000079.txt
1047252|EDELMAN MARTIN L|4|20200401|edgar/data/1047252/0001209191-20-022302.txt
1047459|PPL CAPITAL FUNDING INC|424B5|20200401|edgar/data/1047459/0001193125-20-093652.txt
1047459|PPL CAPITAL FUNDING INC|FWP|20200401|edgar/data/1047459/0001564590-20-014803.txt
1047712|UNDISCOVERED MANAGERS FUNDS|497|20200401|edgar/data/1047712/0001193125-20-094595.txt
1047744|FINGERHUT BARRY K|4|20200401|edgar/data/1047744/0001016281-20-000093.txt
104865|WASHINGTON MUTUAL INVESTORS FUND|497|20200401|edgar/data/104865/0000051931-20-000249.txt
1050572|GILLIGAN J KEVIN|4|20200401|edgar/data/1050572/0001127602-20-012362.txt
1050606|SALEM MEDIA GROUP, INC. /DE/|4|20200401|edgar/data/1050606/0001562180-20-002787.txt
1050797|COLUMBIA SPORTSWEAR CO|8-K|20200401|edgar/data/1050797/0001050797-20-000018.txt
1050915|QUANTA SERVICES, INC.|8-K|20200401|edgar/data/1050915/0001193125-20-094763.txt
1051010|PIONEER SERIES TRUST XII|497|20200401|edgar/data/1051010/0000276776-20-000117.txt
1051010|PIONEER SERIES TRUST XII|497|20200401|edgar/data/1051010/0001683863-20-001654.txt
1051470|CROWN CASTLE INTERNATIONAL CORP|FWP|20200401|edgar/data/1051470/0001193125-20-093161.txt
1051699|CONSTELLATION INTERNATIONAL HOLDINGS LTD|3|20200401|edgar/data/1051699/0000016918-20-000046.txt
1052058|STIRITZ WILLIAM P|4|20200401|edgar/data/1052058/0001530950-20-000118.txt
1052775|ARMSTRONG R DOUGLAS PHD|SC 13D/A|20200401|edgar/data/1052775/0001213900-20-008378.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006646.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006647.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006661.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006665.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006666.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006667.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006669.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006672.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006673.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006674.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006677.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006681.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006683.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006691.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006699.txt
1053092|CREDIT SUISSE AG|424B2|20200401|edgar/data/1053092/0000950103-20-006713.txt
1053092|CREDIT SUISSE AG|FWP|20200401|edgar/data/1053092/0000950103-20-006711.txt
105319|WW INTERNATIONAL, INC.|4|20200401|edgar/data/105319/0001209191-20-022095.txt
105319|WW INTERNATIONAL, INC.|4|20200401|edgar/data/105319/0001209191-20-022096.txt
105319|WW INTERNATIONAL, INC.|4|20200401|edgar/data/105319/0001209191-20-022097.txt
105319|WW INTERNATIONAL, INC.|4|20200401|edgar/data/105319/0001209191-20-022098.txt
105319|WW INTERNATIONAL, INC.|4|20200401|edgar/data/105319/0001209191-20-022099.txt
105319|WW INTERNATIONAL, INC.|4|20200401|edgar/data/105319/0001209191-20-022102.txt
105319|WW INTERNATIONAL, INC.|4|20200401|edgar/data/105319/0001209191-20-022103.txt
105319|WW INTERNATIONAL, INC.|4|20200401|edgar/data/105319/0001209191-20-022107.txt
105319|WW INTERNATIONAL, INC.|4|20200401|edgar/data/105319/0001209191-20-022112.txt
105319|WW INTERNATIONAL, INC.|4|20200401|edgar/data/105319/0001209191-20-022113.txt
105319|WW INTERNATIONAL, INC.|4|20200401|edgar/data/105319/0001209191-20-022117.txt
1053352|HERITAGE COMMERCE CORP|8-K|20200401|edgar/data/1053352/0001104659-20-041898.txt
1053584|MACATAWA BANK CORP|4|20200401|edgar/data/1053584/0000905729-20-000067.txt
1053691|Diffusion Pharmaceuticals Inc.|8-K|20200401|edgar/data/1053691/0001437749-20-006773.txt
1053706|CRA INTERNATIONAL, INC.|3/A|20200401|edgar/data/1053706/0001179110-20-004376.txt
1053706|CRA INTERNATIONAL, INC.|3|20200401|edgar/data/1053706/0001179110-20-004363.txt
1053706|CRA INTERNATIONAL, INC.|3|20200401|edgar/data/1053706/0001179110-20-004364.txt
1053706|CRA INTERNATIONAL, INC.|4|20200401|edgar/data/1053706/0001179110-20-004365.txt
105377|AIM EQUITY FUNDS (INVESCO EQUITY FUNDS)|CORRESP|20200228|edgar/data/105377/0001137439-20-000082.txt
1053890|DEBBANE RAYMOND|4|20200401|edgar/data/1053890/0001209191-20-022098.txt
1053892|SOBECKI CHRISTOPHER J|4|20200401|edgar/data/1053892/0001209191-20-022113.txt
1054818|SHIVERY CHARLES W|4|20200401|edgar/data/1054818/0001214659-20-003061.txt
1055726|INOVIO PHARMACEUTICALS, INC.|EFFECT|20200331|edgar/data/1055726/9999999995-20-000654.txt
1056087|MCCLATCHY CO|3|20200401|edgar/data/1056087/0001056087-20-000017.txt
1056707|BNY MELLON INVESTMENT PORTFOLIOS|497|20200401|edgar/data/1056707/0000828475-20-000007.txt
1056707|BNY MELLON INVESTMENT PORTFOLIOS|497|20200401|edgar/data/1056707/0001056707-20-000006.txt
1056903|AMERICAN STATES WATER CO|8-K|20200401|edgar/data/1056903/0001056903-20-000029.txt
1057861|BNY MELLON HIGH YIELD STRATEGIES FUND|3|20200401|edgar/data/1057861/0001807688-20-000005.txt
1057877|IDACORP INC|8-K|20200401|edgar/data/1057877/0001193125-20-094710.txt
1058811|IMMERSION CORP|SC 13D/A|20200401|edgar/data/1058811/0001013594-20-000348.txt
1059452|DORRANCE BENNETT|4|20200401|edgar/data/1059452/0000016732-20-000047.txt
1059610|BROWN HANK|4|20200401|edgar/data/1059610/0001127602-20-012456.txt
1060493|GLANTON RICHARD H|4|20200401|edgar/data/1060493/0001127602-20-012442.txt
1060736|SEATTLE GENETICS INC /WA|DEF 14A|20200401|edgar/data/1060736/0001193125-20-094644.txt
1060736|SEATTLE GENETICS INC /WA|DEFA14A|20200401|edgar/data/1060736/0001193125-20-094656.txt
1060902|COTTER ELLEN M|4|20200401|edgar/data/1060902/0001567619-20-007337.txt
1061630|BLACKSTONE MORTGAGE TRUST, INC.|4|20200401|edgar/data/1061630/0001209191-20-022296.txt
1061630|BLACKSTONE MORTGAGE TRUST, INC.|4|20200401|edgar/data/1061630/0001209191-20-022298.txt
1061630|BLACKSTONE MORTGAGE TRUST, INC.|4|20200401|edgar/data/1061630/0001209191-20-022300.txt
1061630|BLACKSTONE MORTGAGE TRUST, INC.|4|20200401|edgar/data/1061630/0001209191-20-022302.txt
1061630|BLACKSTONE MORTGAGE TRUST, INC.|4|20200401|edgar/data/1061630/0001209191-20-022304.txt
1061630|BLACKSTONE MORTGAGE TRUST, INC.|4|20200401|edgar/data/1061630/0001209191-20-022306.txt
1061983|CYTOKINETICS INC|SC 13G/A|20200401|edgar/data/1061983/0000921895-20-000963.txt
1063197|CurAegis Technologies, Inc.|4|20200401|edgar/data/1063197/0001804603-20-000003.txt
1063356|WESSEL RICK L|4|20200401|edgar/data/1063356/0000840489-20-000030.txt
1064642|SPDR SERIES TRUST|485BXT|20200401|edgar/data/1064642/0001683863-20-001663.txt
1064642|SPDR SERIES TRUST|485BXT|20200401|edgar/data/1064642/0001683863-20-001663.txt
1065696|LKQ CORP|4|20200401|edgar/data/1065696/0001214659-20-003085.txt
1066119|TELEFONICA BRASIL S.A.|6-K|20200401|edgar/data/1066119/0001292814-20-001089.txt
1067428|ANGLOGOLD ASHANTI LTD|6-K|20200401|edgar/data/1067428/0001205613-20-000057.txt
1067701|UNITED RENTALS, INC.|4|20200401|edgar/data/1067701/0001209191-20-022182.txt
1067701|UNITED RENTALS, INC.|4|20200401|edgar/data/1067701/0001209191-20-022186.txt
1067701|UNITED RENTALS, INC.|4|20200401|edgar/data/1067701/0001209191-20-022191.txt
1070231|VARIABLE ANNUITY ACCOUNT SEVEN|497|20200401|edgar/data/1070231/0001070231-20-000007.txt
1070231|VARIABLE ANNUITY ACCOUNT SEVEN|497|20200401|edgar/data/1070231/0001070231-20-000008.txt
1070423|PLAINS ALL AMERICAN PIPELINE LP|4|20200401|edgar/data/1070423/0001615619-20-000054.txt
1070985|CoreCivic, Inc.|8-K|20200401|edgar/data/1070985/0001193125-20-094784.txt
1072379|NORTHWEST BIOTHERAPEUTICS INC|8-K|20200401|edgar/data/1072379/0001104659-20-041889.txt
1072522|DUPERREAULT BRIAN|4|20200401|edgar/data/1072522/0001225208-20-005759.txt
107263|WILLIAMS COMPANIES, INC.|4|20200401|edgar/data/107263/0001209191-20-022017.txt
1073330|NEW WORLD FUND INC|497|20200401|edgar/data/1073330/0000051931-20-000249.txt
1075531|Booking Holdings Inc.|8-K|20200401|edgar/data/1075531/0001075531-20-000018.txt
1075916|MARCO POLO SECURITIES INC.|X-17A-5/A|20200401|edgar/data/1075916/0001075916-20-000004.txt
1076682|POLARITYTE, INC.|8-K|20200401|edgar/data/1076682/0001493152-20-005560.txt
1077452|PIONEER SERIES TRUST XIV|497|20200401|edgar/data/1077452/0000276776-20-000117.txt
1077452|PIONEER SERIES TRUST XIV|497|20200401|edgar/data/1077452/0001683863-20-001654.txt
1077618|OPTIBASE LTD|20-F|20200401|edgar/data/1077618/0001178913-20-000989.txt
1077618|OPTIBASE LTD|6-K|20200401|edgar/data/1077618/0001178913-20-000992.txt
1077618|OPTIBASE LTD|6-K|20200401|edgar/data/1077618/0001178913-20-000994.txt
1078940|NAHL MICHAEL C|4|20200401|edgar/data/1078940/0001179110-20-004342.txt
1080709|ARENA PHARMACEUTICALS INC|8-K|20200401|edgar/data/1080709/0001564590-20-014775.txt
1081156|PERCIAK THOMAS P|4|20200401|edgar/data/1081156/0001209191-20-022068.txt
1082506|Great Elm Capital Group, Inc.|3|20200401|edgar/data/1082506/0000899243-20-009767.txt
1082506|Great Elm Capital Group, Inc.|8-K|20200401|edgar/data/1082506/0001193125-20-093167.txt
